,video_id,label,total_label,cls_label,or_label
1689,DI4HVtbrDqA,"{""Mike Pence"": 0, ""Elon Musk"": 0, ""Donald Trump"": 0}",0.0,0,0
1690,DJ4aBaMZRXA,"{""Joe Biden"": 1, ""Kamala Harris"": 1, ""Donald Trump"": 1}",1.0,1,1
1691,DJ7_xmSRSRM,"{""Jeff Bezos"": 0, ""Jimmy Fallon"": 0}",0.0,0,0
1692,DJO3IZlBG70,"{""Marco Rubio"": 1, ""Donald Trump"": 0}",0.5,1,1
1693,DKKCWe38WVU,"{""Joe Biden"": 0, ""Bill Clinton"": 1, ""Donald Trump"": 1}",0.6666666666666666,1,1
1694,DKn5pOUlD2E,"{""Bill Clinton"": 0, ""Chuck Schumer"": 0}",0.0,0,0
1696,DLEL6i0YmkY,"{""Hugh Jackman"": 1, ""Ryan Reynolds"": 1}",1.0,1,1
1697,DLLsUcMJCmE,"{""Chuck Schumer"": 1, ""Joe Biden"": 1, ""Kamala Harris"": 0, ""Greg Abbott"": 1, ""Donald Trump"": 0}",0.6,1,1
1698,DLbD7VAGDB0,"{""Joe Biden"": 0, ""Hillary Clinton"": 0, ""Donald Trump"": 0}",0.0,0,0
1699,DMAu9T-YXBI,"{""Jimmy Fallon"": 0, ""Elton John"": 1}",0.5,1,1
1700,DMmkbB8lKuE,"{""Xi Jinping"": 1, ""Gwyneth Paltrow"": 0, ""Donald Trump"": 0, ""Keir Starmer"": 0, ""Elon Musk"": 0}",0.2,0,1
1701,DMxnIf4wcnE,"{""Vladimir Putin"": 1, ""Xi Jinping"": 0}",0.5,1,1
1702,DNEIMBtPOLo,"{""Elon Musk"": 1, ""Justin Trudeau"": 0}",0.5,1,1
1703,DO4R4ZKPnmg,"{""Antony Blinken"": 0, ""Jake Sullivan"": 1}",0.5,1,1
1704,DOQJIXpEHKk,"{""Joe Biden"": 0, ""Hillary Clinton"": 0, ""Donald Trump"": 0}",0.0,0,0
1705,DOciTMBicQs,"{""Marco Rubio"": 1, ""Donald Trump"": 0, ""Justin Trudeau"": 0}",0.3333333333333333,1,1
1706,DPKcGZyy4j0,"{""Joe Biden"": 0, ""Jill Biden"": 0, ""Kamala Harris"": 0, ""Donald Trump"": 1}",0.25,0,1
1707,DPO7imV0LHg,"{""Sabrina Carpenter"": 1, ""Jimmy Fallon"": 0}",0.5,1,1
1708,DRKuGucSXMk,"{""Travis Kelce"": 0, ""Taylor Swift"": 0}",0.0,0,0
1709,DRzyVJCX-VA,"{""Michael Cohen"": 1, ""Donald Trump"": 0}",0.5,1,1
1710,DSeHW4oPruc,"{""Jim Jordan"": 0, ""Hunter Biden"": 0, ""Joe Biden"": 0}",0.0,0,0
1711,DT5jDcXVm6E,"{""Michael Cohen"": 1, ""Eric Trump"": 1, ""Donald Trump"": 0}",0.6666666666666666,1,1
1712,DTotX4kfBJc,"{""Joe Biden"": 0, ""Kamala Harris"": 0, ""Jimmy Kimmel"": 0, ""Donald Trump"": 0}",0.0,0,0
1713,DUZXm3j_VaE,"{""Barack Obama"": 0, ""Kamala Harris"": 1, ""Donald Trump"": 1, ""Joe Biden"": 0, ""Mike Pence"": 0}",0.4,1,1
1714,DUhknxidgZ4,"{""Joe Biden"": 1, ""Kamala Harris"": 1, ""Donald Trump"": 1}",1.0,1,1
1715,DV3vCJ2ff5k,"{""Ryan Reynolds"": 0, ""Jimmy Fallon"": 0}",0.0,0,0
1716,DVnRR13IQYg,"{""Kamala Harris"": 1, ""Donald Trump"": 0}",0.5,1,1
1717,DWCbE2qKBZE,"{""Marco Rubio"": 0, ""Vladimir Putin"": 0, ""Donald Trump"": 1}",0.3333333333333333,1,1
1718,DWDhJyfCj6k,"{""Kamala Harris"": 0, ""Bernie Sanders"": 0}",0.0,0,0
1719,DWVev5-2Db0,"{""Chuck Schumer"": 1, ""Elon Musk"": 1, ""Bernie Sanders"": 1}",1.0,1,1
1720,DWdd4bbj_qQ,"{""Marco Rubio"": 0, ""Joe Biden"": 0, ""Donald Trump"": 0}",0.0,0,0
1721,DWxk_VJA4tY,"{""Gavin Newsom"": 1, ""Donald Trump"": 0}",0.5,1,1
1722,DXCfSp22K-U,"{""Hillary Clinton"": 0, ""Kamala Harris"": 0, ""Jimmy Kimmel"": 1, ""Donald Trump"": 0, ""Nancy Pelosi"": 1, ""Joe Biden"": 0, ""George Clooney"": 0}",0.2857142857142857,0,1
1723,DY5J4BD2Nno,"{""Hillary Clinton"": 1, ""Kamala Harris"": 1, ""Donald Trump"": 1, ""Joe Biden"": 1, ""Elon Musk"": 1}",1.0,1,1
1724,DYN6CVNfK3M,"{""Michael Cohen"": 0, ""Donald Trump"": 0}",0.0,0,0
1725,DYgSsjQUroI,"{""Joe Biden"": 1, ""Donald Trump"": 0, ""Mike Pence"": 0}",0.3333333333333333,1,1
1726,DZGJeUv58j0,"{""Vladimir Putin"": 0, ""Joe Biden"": 0}",0.0,0,0
1727,DZQjWZFKnkc,"{""Elon Musk"": 0, ""Donald Trump"": 0}",0.0,0,0
1728,DZhmRN1wHno,"{""Joe Biden"": 0, ""Kamala Harris"": 0}",0.0,0,0
1729,DZtANn3Agn0,"{""Joe Biden"": 0, ""Hillary Clinton"": 0, ""Hunter Biden"": 0, ""Donald Trump"": 0}",0.0,0,0
1730,Da3ZO_qX280,"{""Joe Biden"": 0, ""Xi Jinping"": 1}",0.5,1,1
1731,DabsfBq4zHE,"{""Michael Cohen"": 1, ""Joe Biden"": 0, ""Donald Trump"": 0}",0.3333333333333333,1,1
1732,Dc8apdU4aSE,"{""Joe Biden"": 0, ""Robert De Niro"": 0, ""Jill Biden"": 0, ""Taylor Swift"": 0}",0.0,0,0
1733,DcNvTAdu3Qw,"{""Joe Biden"": 1, ""Barack Obama"": 0, ""Bill Clinton"": 1, ""Donald Trump"": 0}",0.5,1,1
1734,DcvdOWitb3I,"{""Kamala Harris"": 1, ""Donald Trump"": 0}",0.5,1,1
1735,DfbjcdyQODI,"{""Xi Jinping"": 1, ""Donald Trump"": 0}",0.5,1,1
1736,DftqVwnmra0,"{""Michael Cohen"": 1, ""Donald Trump"": 1}",1.0,1,1
1737,DgJ_hoDWm3s,"{""Joe Biden"": 0, ""Kamala Harris"": 0, ""Michael Cohen"": 1, ""Donald Trump"": 0}",0.25,0,1
1738,DhcEs4AB4eU,"{""Hillary Clinton"": 0, ""Kamala Harris"": 1, ""Katy Perry"": 0, ""Donald Trump"": 1}",0.5,1,1
1739,Dhk5UN1ewlI,"{""Kanye West"": 0, ""Elon Musk"": 0, ""Jimmy Kimmel"": 0}",0.0,0,0
1740,Dinwzy7LZCU,"{""Mark Zuckerberg"": 0, ""Barack Obama"": 0, ""Kamala Harris"": 0, ""Taylor Swift"": 1, ""Donald Trump"": 0, ""Joe Biden"": 0, ""Benjamin Netanyahu"": 0, ""Elon Musk"": 0}",0.125,0,1
1741,Diw2ByfZxMg,"{""Joe Biden"": 0, ""Kamala Harris"": 0, ""Hunter Biden"": 0, ""Donald Trump"": 1}",0.25,0,1
1742,Dj0oHlVD0Q0,"{""Joe Biden"": 0, ""Donald Trump"": 0}",0.0,0,0
1743,Dj72yPU6ZJ4,"{""Benjamin Netanyahu"": 1, ""Jimmy Fallon"": 0}",0.5,1,1
1744,DjJafpzV4jA,"{""Tim Cook"": 0, ""Barack Obama"": 0, ""Donald Trump"": 0}",0.0,0,0
1745,Djy0lciUHL4,"{""Sabrina Carpenter"": 1, ""Jimmy Fallon"": 0}",0.5,1,1
1746,DkfnprRMdl0,"{""Kamala Harris"": 1, ""Donald Trump"": 0}",0.5,1,1
1747,DktoKYKHQLo,"{""Narendra Modi"": 0, ""Rahul Gandhi"": 1}",0.5,1,1
1748,Dl87y7JGhII,"{""Elon Musk"": 0, ""Donald Trump"": 0}",0.0,0,0
1749,Dl9gPBasyv4,"{""Joe Biden"": 0, ""Kamala Harris"": 0, ""Donald Trump"": 0}",0.0,0,0
1750,DlDdWq0EQ0g,"{""Chris Christie"": 0, ""Gavin Newsom"": 0, ""Donald Trump"": 0}",0.0,0,0
1751,DlGOtQjJxBs,"{""Joe Biden"": 1, ""Kamala Harris"": 1, ""Donald Trump"": 0}",0.6666666666666666,1,1
1752,DlJZwkcKR84,"{""Joe Biden"": 1, ""Hunter Biden"": 1, ""Donald Trump"": 0}",0.6666666666666666,1,1
1753,DlSsSMfyaO8,"{""Hillary Clinton"": 0, ""Kamala Harris"": 0, ""Hunter Biden"": 1, ""Donald Trump"": 0}",0.25,0,1
1754,Dm6k2G18Byw,"{""Joe Biden"": 0, ""Bill Clinton"": 0, ""Donald Trump"": 0}",0.0,0,0
1755,DmCmAUlwhCI,"{""Michael Jordan"": 1, ""Ben Affleck"": 0, ""Jimmy Fallon"": 0}",0.3333333333333333,1,1
1756,DmIVW72ssSo,"{""Vladimir Putin"": 1, ""Joe Biden"": 0, ""Donald Trump"": 0}",0.3333333333333333,1,1
1757,DnokEzlQ_aA,"{""Marco Rubio"": 1, ""Donald Trump"": 1}",1.0,1,1
1758,Do-tSH_-9RE,"{""Hillary Clinton"": 1, ""Donald Trump"": 1}",1.0,1,1
1759,DoIFd3S9qkE,"{""Nancy Pelosi"": 1, ""Joe Biden"": 1, ""Kamala Harris"": 1, ""Donald Trump"": 0}",0.75,1,1
1760,Dp0II2XolEg,"{""Kamala Harris"": 1, ""Nancy Pelosi"": 1, ""Melania Trump"": 0, ""Michelle Obama"": 1}",0.75,1,1
1761,Dp_DQpM1geM,"{""Joe Biden"": 1, ""Donald Trump"": 1}",1.0,1,1
1762,Dpr8ZPsm-Bs,"{""Benjamin Netanyahu"": 1, ""Donald Trump"": 0, ""Justin Trudeau"": 0}",0.3333333333333333,1,1
1763,DqqOixFtJFo,"{""Benjamin Netanyahu"": 1, ""Donald Trump"": 0}",0.5,1,1
1764,Dqxx1GgvnrQ,"{""Kamala Harris"": 1, ""Donald Trump"": 0}",0.5,1,1
1765,DrtEEYEZMNU,"{""Joe Biden"": 1, ""Chris Christie"": 1, ""Donald Trump"": 0}",0.6666666666666666,1,1
1766,DsySL_MHtpQ,"{""Joe Biden"": 0, ""Hunter Biden"": 0, ""Donald Trump"": 0}",0.0,0,0
1767,Dt26v5geni8,"{""Barack Obama"": 0, ""Kamala Harris"": 0, ""Donald Trump"": 1}",0.3333333333333333,1,1
1768,DtBA5F7zRyg,"{""Joe Biden"": 0, ""Barack Obama"": 0, ""Kamala Harris"": 1, ""Donald Trump"": 1}",0.5,1,1
1769,DtmZjFBMU90,"{""Nancy Pelosi"": 1, ""Joe Biden"": 1, ""Kamala Harris"": 1, ""Donald Trump"": 0}",0.75,1,1
1770,Dtxzyg4c57s,"{""Selena Gomez"": 0, ""Donald Trump"": 0}",0.0,0,0
1771,DuEvl5fpXKc,"{""Hillary Clinton"": 1, ""Donald Trump"": 1}",1.0,1,1
1772,DudztExLAQI,"{""Nancy Pelosi"": 0, ""Joe Biden"": 0, ""Kamala Harris"": 0}",0.0,0,0
1773,DvgaHFguMHw,"{""Joe Biden"": 0, ""Chuck Schumer"": 0, ""Donald Trump"": 0}",0.0,0,0
1774,DwSLJYRhZU8,"{""Michael Jordan"": 0, ""Jimmy Fallon"": 0, ""Taylor Swift"": 1}",0.3333333333333333,1,1
1775,DwccR34V2dc,"{""Vladimir Putin"": 0, ""Donald Trump"": 1}",0.5,1,1
1776,Dwg_45e5OX4,"{""Jimmy Fallon"": 1, ""Taylor Swift"": 0}",0.5,1,1
1777,DxXTBC3_DuU,"{""Joe Biden"": 0, ""Chris Christie"": 0, ""Kamala Harris"": 0, ""Mike Pence"": 1, ""Donald Trump"": 0}",0.2,0,1
1778,Dx_AZo2Qciw,"{""Hillary Clinton"": 1, ""Kamala Harris"": 0, ""Donald Trump"": 1}",0.6666666666666666,1,1
1779,DxcBX5-ZDEg,"{""Gavin Newsom"": 1, ""Donald Trump"": 0}",0.5,1,1
1780,DyKUYueBty0,"{""Marco Rubio"": 1, ""Donald Trump"": 0}",0.5,1,1
1781,DydIJwFgCoY,"{""Barack Obama"": 1, ""Kamala Harris"": 1, ""Bill Clinton"": 1, ""Donald Trump"": 0, ""Michelle Obama"": 1}",0.8,1,1
1782,E-5Zf4D5jmI,"{""Rudy Giuliani"": 0, ""Donald Trump"": 0}",0.0,0,0
1783,E-ObsuDMqe4,"{""Joe Biden"": 0, ""Kamala Harris"": 0, ""Donald Trump"": 0}",0.0,0,0
1784,E1E4dcFvzeU,"{""Joe Biden"": 0, ""Rupert Murdoch"": 0, ""Donald Trump"": 0}",0.0,0,0
1785,E1wLYOFfQ88,"{""Vladimir Putin"": 1, ""Donald Trump"": 0}",0.5,1,1
1786,E1yrv6ci8yI,"{""Kamala Harris"": 1, ""Jimmy Fallon"": 0, ""Lady Gaga"": 0, ""Donald Trump"": 1}",0.5,1,1
1787,E2019XVJF0I,"{""Benjamin Netanyahu"": 1, ""Donald Trump"": 0}",0.5,1,1
1788,E2szEFTey2E,"{""Jimmy Fallon"": 0, ""Taylor Swift"": 0, ""Patrick Mahomes"": 1}",0.3333333333333333,1,1
1789,E3CxAg7VQ7s,"{""Joe Biden"": 1, ""Kamala Harris"": 1, ""Donald Trump"": 0}",0.6666666666666666,1,1
1790,E3YUP0exCt8,"{""Joe Biden"": 0, ""George Clooney"": 0, ""Barack Obama"": 0, ""Donald Trump"": 0}",0.0,0,0
1791,E3aHHKnOmuM,"{""Joe Biden"": 0, ""Elon Musk"": 1, ""Donald Trump"": 0}",0.3333333333333333,1,1
1792,E3bT8smBqJs,"{""Marco Rubio"": 0, ""Vladimir Putin"": 0, ""Joe Biden"": 0, ""Donald Trump"": 1}",0.25,0,1
1793,E3jdHvrP72Q,"{""Joe Biden"": 1, ""Barack Obama"": 0, ""Kamala Harris"": 0, ""Donald Trump"": 0}",0.25,0,1
1794,E3sQvyUtGyM,"{""Hunter Biden"": 0, ""Donald Trump"": 1}",0.5,1,1
1795,E4N56lyzx00,"{""Marjorie Taylor Greene"": 0, ""Donald Trump"": 1}",0.5,1,1
1796,E5AuMGmlYPY,"{""Jimmy Kimmel"": 0, ""Elton John"": 0}",0.0,0,0
1797,E77CGkm6kow,"{""Kamala Harris"": 1, ""Elon Musk"": 1, ""Donald Trump"": 1}",1.0,1,1
1798,E7EZIIctT_o,"{""Pete Buttigieg"": 1, ""Donald Trump"": 0}",0.5,1,1
1799,E7TU5KwWppE,"{""Joe Biden"": 0, ""Donald Trump"": 0}",0.0,0,0
1800,E7Z0q6YY2k0,"{""Michael Cohen"": 0, ""Donald Trump"": 0}",0.0,0,0
1801,E7rudiMUu44,"{""Joe Biden"": 1, ""Benjamin Netanyahu"": 0, ""Donald Trump"": 0}",0.3333333333333333,1,1
1802,E7ufDsZlOgM,"{""Mark Zuckerberg"": 0, ""George Soros"": 0, ""Taylor Swift"": 0, ""Donald Trump"": 0, ""Nancy Pelosi"": 0, ""Jack Dorsey"": 0, ""Elon Musk"": 0}",0.0,0,0
1803,E89vXdLGbtA,"{""Matthew Miller"": 0, ""Benjamin Netanyahu"": 0}",0.0,0,0
1804,EAnFYFalFrE,"{""Joe Biden"": 0, ""Elon Musk"": 0}",0.0,0,0
1805,EC3_lkICSJc,"{""Jennifer Aniston"": 0, ""Kim Kardashian"": 0}",0.0,0,0
1806,EC3xvou0rK0,"{""Robert De Niro"": 1, ""Martin Scorsese"": 1}",1.0,1,1
1807,ECHM3i0ThkY,"{""Vladimir Putin"": 1, ""Joe Biden"": 0, ""Andrzej Duda"": 0, ""Donald Trump"": 0}",0.25,0,1
1808,ECZh00EvK8w,"{""Vladimir Putin"": 1, ""Donald Trump"": 0}",0.5,1,1
1809,EDw_XSpx8Fo,"{""Hunter Biden"": 1, ""Joe Biden"": 1}",1.0,1,1
1810,EEDUePDAUhc,"{""Joe Biden"": 0, ""Kamala Harris"": 0, ""Bernie Sanders"": 0, ""Donald Trump"": 0}",0.0,0,0
1811,EEI1olGL6Pk,"{""Chuck Schumer"": 0, ""Elon Musk"": 0, ""Bernie Sanders"": 1, ""Donald Trump"": 0}",0.25,0,1
1812,EEnM20Y5nYs,"{""Imran Khan"": 0, ""Joe Biden"": 1}",0.5,1,1
1813,EFnAaPClA2Q,"{""Kamala Harris"": 1, ""Taylor Swift"": 0, ""Donald Trump"": 0, ""Jennifer Lopez"": 0, ""Joe Biden"": 1}",0.4,1,1
1814,EFqPBcl3mHk,"{""Hunter Biden"": 0, ""Joe Biden"": 0}",0.0,0,0
1815,EGF99sJaQds,"{""Benjamin Netanyahu"": 0, ""Donald Trump"": 0}",0.0,0,0
1816,EHIg6N21rak,"{""Kamala Harris"": 1, ""Martin Scorsese"": 0, ""Donald Trump"": 1, ""Jimmy Fallon"": 0, ""Rudy Giuliani"": 1}",0.6,1,1
1817,EHMZNJgwmYY,"{""Elon Musk"": 0, ""Donald Trump"": 0}",0.0,0,0
1818,EHdV5z8-JOw,"{""Joe Biden"": 0, ""Hillary Clinton"": 0, ""Eric Trump"": 1, ""Gretchen Whitmer"": 0, ""Donald Trump"": 0}",0.2,0,1
1819,EIv_Gz61jos,"{""Elon Musk"": 0, ""Kamala Harris"": 0, ""Donald Trump"": 1}",0.3333333333333333,1,1
1820,EJAatjnF4Ok,"{""Michael Cohen"": 1, ""Donald Trump"": 0}",0.5,1,1
1821,ELPPXQy9fm0,"{""Elon Musk"": 1, ""Donald Trump"": 0}",0.5,1,1
1822,ELyl4szwy7Y,"{""Benjamin Netanyahu"": 1, ""Kamala Harris"": 0, ""Donald Trump"": 1}",0.6666666666666666,1,1
1823,EMFA74rQ1FA,"{""Jeff Bezos"": 0, ""Jimmy Fallon"": 0, ""Tim Scott"": 0, ""Mariah Carey"": 0}",0.0,0,0
1824,EMUoQfsX93k,"{""Joe Biden"": 0, ""Kamala Harris"": 0, ""Donald Trump"": 0}",0.0,0,0
1825,EMtQ81jFOPw,"{""Benjamin Netanyahu"": 0, ""Kamala Harris"": 1, ""Donald Trump"": 0}",0.3333333333333333,1,1
1826,EOPKKQOdD0w,"{""Elon Musk"": 1, ""Volodymyr Zelenskyy"": 0}",0.5,1,1
1827,EPUkaSCRm7c,"{""Joe Biden"": 0, ""Donald Trump"": 0}",0.0,0,0
1828,EQgplg8pyi0,"{""Joe Biden"": 0, ""Barack Obama"": 0, ""Kamala Harris"": 1, ""Donald Trump"": 1}",0.5,1,1
1829,EQtR3Y_tWX8,"{""Jimmy Fallon"": 0, ""Elon Musk"": 0, ""Kylie Jenner"": 1}",0.3333333333333333,1,1
1830,ERpLWpw4I04,"{""Marco Rubio"": 1, ""Vladimir Putin"": 0, ""Imran Khan"": 0, ""Donald Trump"": 0}",0.25,0,1
1831,ERpu2NUF85c,"{""Kamala Harris"": 1, ""Hunter Biden"": 0, ""Donald Trump"": 0, ""Nancy Pelosi"": 1, ""Joe Biden"": 1}",0.6,1,1
1832,ESjBr9JAgRc,"{""Joe Biden"": 0, ""Benjamin Netanyahu"": 1}",0.5,1,1
1833,ETDdnlLCnTs,"{""Joe Biden"": 0, ""Chris Christie"": 0, ""Tim Scott"": 0, ""Donald Trump"": 0}",0.0,0,0
1834,ETRgQd8nkSg,"{""Joe Biden"": 0, ""Kamala Harris"": 0, ""Tom Cruise"": 1, ""Elon Musk"": 1, ""Donald Trump"": 0}",0.4,1,1
1835,EUT6GC_mlPc,"{""Kamala Harris"": 1, ""Donald Trump"": 1}",1.0,1,1
1836,EUgKzC0hawM,"{""Mark Zuckerberg"": 0, ""Nancy Pelosi"": 0, ""Bill Clinton"": 1, ""Gavin Newsom"": 0, ""Donald Trump"": 0}",0.2,0,1
1837,EVCl1x-jSg4,"{""Nancy Pelosi"": 0, ""Joe Biden"": 0, ""Kamala Harris"": 0, ""Donald Trump"": 0}",0.0,0,0
1838,EVO3QOLgnYo,"{""Hunter Biden"": 0, ""Joe Biden"": 1}",0.5,1,1
1839,EV_gQWt8T3Q,"{""Barack Obama"": 0, ""Kamala Harris"": 1, ""Michael Cohen"": 0, ""Bill Clinton"": 1, ""Donald Trump"": 0}",0.4,1,1
1840,EVa8EKDvRQ4,"{""Barack Obama"": 1, ""Kamala Harris"": 1}",1.0,1,1
1841,EVhFh9HIAGI,"{""Rudy Giuliani"": 1, ""Donald Trump"": 1}",1.0,1,1
1842,EW28IQB08fE,"{""Joe Biden"": 0, ""Chris Christie"": 1, ""Donald Trump"": 0}",0.3333333333333333,1,1
1843,EX9O9OgkSjQ,"{""Hunter Biden"": 1, ""Donald Trump"": 0}",0.5,1,1
1844,EXv2pzC6lGs,"{""Nancy Pelosi"": 0, ""Benjamin Netanyahu"": 0, ""Donald Trump"": 0}",0.0,0,0
1845,EYqyD9E5bdY,"{""Melania Trump"": 0, ""Donald Trump"": 0}",0.0,0,0
1846,E_3lrQWB47c,"{""Joe Biden"": 0, ""Donald Trump"": 0}",0.0,0,0
1847,EaM_rmBOmAw,"{""Vladimir Putin"": 0, ""Jens Stoltenberg"": 1}",0.5,1,1
1848,EajJARsfhvg,"{""Vladimir Putin"": 0, ""Donald Trump"": 1}",0.5,1,1
1849,EakJS0lBljM,"{""Eric Trump"": 0, ""Donald Trump"": 0}",0.0,0,0
1850,Eax0axB_4es,"{""Vladimir Putin"": 0, ""Kamala Harris"": 0, ""Xi Jinping"": 0, ""Donald Trump"": 0}",0.0,0,0
1851,EbODOruXads,"{""Kamala Harris"": 1, ""Donald Trump"": 0}",0.5,1,1
1852,Ecg8XX85qfQ,"{""Jill Biden"": 0, ""Melania Trump"": 0, ""Ryan Gosling"": 0, ""Donald Trump"": 0}",0.0,0,0
1853,EdVaYgRtAWQ,"{""Joe Biden"": 0, ""George Clooney"": 0, ""Bernie Sanders"": 0}",0.0,0,0
1854,EeH124IBdgo,"{""Chris Christie"": 1, ""Donald Trump"": 0}",0.5,1,1
1855,EetfszJArTs,"{""Benjamin Netanyahu"": 0, ""Keir Starmer"": 0, ""Donald Trump"": 0}",0.0,0,0
1856,EeuH95O3WFY,"{""Marco Rubio"": 0, ""Chris Christie"": 1, ""Tim Scott"": 0, ""Ted Cruz"": 0, ""Donald Trump"": 0}",0.2,0,1
1857,EeyOX9rYHZc,"{""Joe Biden"": 0, ""Xi Jinping"": 1}",0.5,1,1
1858,Ef5cvMMKZjI,"{""Joe Biden"": 0, ""Greg Abbott"": 1}",0.5,1,1
1859,Eg7UIgxB8CY,"{""Joe Biden"": 0, ""Hunter Biden"": 0, ""Xi Jinping"": 0}",0.0,0,0
1860,EgbRE48j21E,"{""Vladimir Putin"": 0, ""Xi Jinping"": 0, ""Donald Trump"": 0}",0.0,0,0
1861,EgwNK58iC7s,"{""Benjamin Netanyahu"": 1, ""Donald Trump"": 0}",0.5,1,1
1862,Eh1dnPSqJsA,"{""Ted Cruz"": 0, ""Marjorie Taylor Greene"": 0, ""Elon Musk"": 0, ""Jimmy Kimmel"": 0, ""Donald Trump"": 0}",0.0,0,0
1863,EiiC-GAytcY,"{""Cyril Ramaphosa"": 1, ""Donald Trump"": 0}",0.5,1,1
1864,Ej9QgA6HQYQ,"{""Vladimir Putin"": 0, ""Donald Trump"": 0}",0.0,0,0
1865,EjF_V1VKfTM,"{""Joe Biden"": 0, ""Barack Obama"": 0, ""Kamala Harris"": 0, ""Donald Trump"": 0}",0.0,0,0
1866,Ej_3sliav-I,"{""Joe Biden"": 0, ""Ted Cruz"": 0, ""Donald Trump"": 0}",0.0,0,0
1867,Eln8Y40k30U,"{""Bruce Springsteen"": 0, ""Bernie Sanders"": 1}",0.5,1,1
1868,ElsVeb530CM,"{""Joe Biden"": 0, ""Kamala Harris"": 0, ""Mike Pence"": 0}",0.0,0,0
1869,Em2tfxz5FZs,"{""Jim Jordan"": 1, ""Joe Biden"": 0, ""Hillary Clinton"": 1, ""Donald Trump"": 0}",0.5,1,1
1870,EmC3blnqqIU,"{""Melania Trump"": 0, ""Ted Cruz"": 0, ""Donald Trump"": 0}",0.0,0,0
1871,EoooFIbAIB0,"{""Lady Gaga"": 1, ""Jimmy Fallon"": 0}",0.5,1,1
1872,Eq17VwL2Udg,"{""Antony Blinken"": 0, ""Benjamin Netanyahu"": 0}",0.0,0,0
1873,Eq2mIlquP4A,"{""Marjorie Taylor Greene"": 1, ""Elon Musk"": 0}",0.5,1,1
1874,EqmcPTi0N7Q,"{""Joe Biden"": 0, ""Donald Trump"": 0}",0.0,0,0
1875,ErbmorslSlg,"{""Chuck Schumer"": 1, ""Barack Obama"": 1, ""Kamala Harris"": 1, ""Bernie Sanders"": 1, ""Gavin Newsom"": 1, ""Donald Trump"": 0, ""Nancy Pelosi"": 1}",0.8571428571428571,1,1
1876,EreQdiebO3I,"{""Benjamin Netanyahu"": 0, ""Donald Trump"": 0}",0.0,0,0
1877,EtAz61fKLeg,"{""Joe Biden"": 1, ""Jake Sullivan"": 1}",1.0,1,1
1878,Eu4bR8k9YQE,"{""Jimmy Fallon"": 0, ""Taylor Swift"": 0, ""Mariah Carey"": 0, ""Donald Trump"": 0}",0.0,0,0
1879,EupZWcYt4Jk,"{""Joe Biden"": 0, ""Pete Buttigieg"": 1, ""Kamala Harris"": 0, ""Donald Trump"": 1}",0.5,1,1
1880,EvW7X9EWab8,"{""Joe Biden"": 1, ""Donald Trump"": 0}",0.5,1,1
1881,EwgvmUAKJ2Q,"{""Mark Zuckerberg"": 1, ""Jeff Bezos"": 0, ""Keir Starmer"": 0, ""Dana White"": 1, ""Elon Musk"": 1}",0.6,1,1
1882,ExTw0pfeZMA,"{""Benjamin Netanyahu"": 0, ""Jake Sullivan"": 1}",0.5,1,1
1883,EyzYuRwLVdM,"{""Gwyneth Paltrow"": 1, ""Ben Affleck"": 0}",0.5,1,1
1884,Ez6phBoRvpc,"{""Kamala Harris"": 0, ""Taylor Swift"": 1, ""Jimmy Kimmel"": 0, ""Donald Trump"": 1, ""Joe Biden"": 0, ""Rudy Giuliani"": 0, ""Elon Musk"": 0, ""Mike Pence"": 0}",0.25,0,1
1885,F-9-bA7pz7A,"{""Nancy Pelosi"": 1, ""Joe Biden"": 0, ""Kamala Harris"": 1, ""Donald Trump"": 0}",0.5,1,1
1886,F20v-B_zrI4,"{""Joe Biden"": 0, ""Hillary Clinton"": 0, ""Rudy Giuliani"": 0, ""Ted Cruz"": 0, ""Donald Trump"": 0}",0.0,0,0
1887,F4SNnVQEJ24,"{""Jeff Bezos"": 1, ""Katy Perry"": 1}",1.0,1,1
1888,F4h0GoRkzXs,"{""Joe Biden"": 0, ""Benjamin Netanyahu"": 0, ""Donald Trump"": 0}",0.0,0,0
1889,F5TNg-mSIn4,"{""Barack Obama"": 1, ""Kamala Harris"": 1, ""Pete Buttigieg"": 1, ""Bill Clinton"": 1, ""Donald Trump"": 0, ""Nancy Pelosi"": 1, ""Joe Biden"": 0}",0.7142857142857143,1,1
1890,F5oyz9Y33UI,"{""Jerome Powell"": 0, ""Donald Trump"": 0}",0.0,0,0
1891,F6J0ko2XcHM,"{""Joe Biden"": 0, ""Donald Trump"": 0}",0.0,0,0
1892,F7iANkAUB_k,"{""Marjorie Taylor Greene"": 0, ""Jimmy Kimmel"": 0}",0.0,0,0
1893,F8itk1V8xNg,"{""Nancy Pelosi"": 0, ""Joe Biden"": 0, ""Marjorie Taylor Greene"": 0, ""Bill Clinton"": 0, ""Donald Trump"": 0}",0.0,0,0
1894,F9Kl-by33a0,"{""Brad Smith"": 0, ""Michael Cohen"": 0, ""Hunter Biden"": 0, ""Donald Trump"": 0}",0.0,0,0
1895,FAFbOK01uE4,"{""Joe Biden"": 0, ""Marjorie Taylor Greene"": 0, ""Jimmy Kimmel"": 0, ""Donald Trump"": 0}",0.0,0,0
1896,FAL1f6eJl4Y,"{""Benjamin Netanyahu"": 1, ""Donald Trump"": 0}",0.5,1,1
